TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL,FAIL_COUNT
USBC,OTP_Program,ACE_HReset_H,Hreset to high,fixture.sendcmd,10000,gpio set(1*bit7=1),ACK,,,,,,
USBC,OTP_Program,DELAY_1000MS_1,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
USBC,OTP_Program,ACE_HReset_L,Hreset to low,fixture.sendcmd,10000,gpio set(1*bit7=0),ACK,,,,,,
USBC,OTP_Program,DELAY_1000MS_2,delay 1000ms,delay.delay,10000,1000,,ms,,,,,



Charger,NTC,BATT_NTC_10K,connected battery NTC to 10K,relay.relay,10000,BATT_NTC,TO_10K_NORMAL,,,,{{station}},--PASS--NOPDCA--PP,
Charger,NTC,Delay_100MS,delay 100ms,delay.delay,10000,100,,ms,,,{{station}},--PASS--NOPDCA--PP,

Charger,NTC,Read_POTOMAC_TBAT_Normal_diag_PP,reading TBAT,dut.diags_parse,10000,pmuadc --sel potomac --read tbat,,C,14.1,43,{{station}},--PASS--NOPDCA--PP,

Charger,NTC,Read_POTOMAC_TBAT_Normal_diag_PG,reading TBAT,dut.diags_parse,10000,pmuadc --sel potomac --read tbat,,C,14.1,43,{{station}},--PASS--NOPDCA--PG,

Charger,NTC,Read_NTC_Status_normal_diag,reading TBAT OK 0x1420bit 1,dut.diags_parse,10000,i2c -z 2 -d 0x08 0x75 0x1420 1,<<Read_NTC_Status_normal_diag>>,,0x00,0x00,,,
Charger,NTC,BATT_NTC_3K3,connected battery NTC to 3.3K,relay.relay,10000,BATT_NTC,TO_3K3_HOT,,,,,,
Charger,NTC,Delay_100MS_1,delay 100ms,delay.delay,10000,100,,ms,,,,,

Charger,NTC,Read_POTOMAC_TBAT_Hot_diag_PP,reading TBAT,dut.diags_parse,10000,pmuadc --sel potomac --read tbat,,C,50,80,{{station}},--PASS--NOPDCA--PP,

Charger,NTC,Read_POTOMAC_TBAT_Hot_diag_PG,reading TBAT,dut.diags_parse,10000,pmuadc --sel potomac --read tbat,,C,50,80,{{station}},--PASS--NOPDCA--PG,



Charger,NTC,Read_NTC_Status_too_hot_diag,reading TBAT high or low 0x1420bit 1,dut.diags_parse,10000,i2c -z 2 -d 0x08 0x75 0x1420 1,<<Read_NTC_Status_too_hot_diag>>,,0x02,0x02,,,
Charger,NTC,BATT_NTC_33K,connected battery NTC to 33K,relay.relay,10000,BATT_NTC,TO_33K_COLD,,,,{{station}},--PASS--NOPDCA--PP,
Charger,NTC,Delay_100MS_2,delay 100ms,delay.delay,10000,100,,ms,,,{{station}},--PASS--NOPDCA--PP,
Charger,NTC,Read_POTOMAC_TBAT_Cold_diag_PP,reading TBAT,dut.diags_parse,10000,pmuadc --sel potomac --read tbat,,C,-10,20,{{station}},--PASS--NOPDCA--PP,
Charger,NTC,Read_NTC_Status_too_cold_diag,reading TBAT high or low 0x1420bit 1,dut.diags_parse,10000,i2c -z 2 -d 0x08 0x75 0x1420 1,<<Read_NTC_Status_too_cold_diag>>,,0x02,0x02,{{station}},--PASS--NOPDCA--PP,
Charger,NTC,BATT_NTC_Dis,battery NTC disconnected,relay.relay,10000,BATT_NTC,FLOAT,,,,,,
Charger,NTC,BATT_NTC_NORMAL,battery NTC connected,relay.relay,10000,BATT_NTC,TO_10K_NORMAL,,,,{{station}},--PASS--NOPDCA--PP,

USBC,Cable_Check,Set_VBUS_4.5V,set vbus to 4.5V,powerboard.setusbmainvolt,10000,4.5,,,,,,,
USBC,Cable_Check,Cable_Check,usb cable check,dut.diags_parse,10000,charge --checkcable,NOPDCA,,--PASS--NOPDCA--PASS,--PASS--NOPDCA--PASS,,,
USBC,Cable_Check,Set_VBUS_5V0,set vbus to 5v,powerboard.setusbmainvolt,10000,5,,,,,,,
USBC,Cable_Check,Set_VBATT_4.3V,set VBATT to 4.3V,powerboard.setbattvolt,10000,4.3,,,,,,,



Orion,Contamination,ORION_COMM_Connect,Orion_Comm connected to OAB3,relay.relay,10000,ORION_COMM_CONN,CONNECT,,,,,,
Orion,Contamination,PPVBUS_ORION_Connect,PPVBUS_ORION connected to OAB3,relay.relay,10000,PPVBUS_ORION_CONN,CONNECT,,,,,,
Orion,Contamination,Reset_OAB_Resister,disconnected the OAB3 150K resistor,relay.relay,10000,CONTAMINATION_TEST_SEL,DISCONNECT,,,,,,
Orion,Contamination,Rev_ID,"Silicon revision ID 0xD1;value is 0xA0",dut.diags_parse,10000,i2c -v 2 0x13 0x00 0x80;i2c -v 2 0x13 0x00 0x82;i2c -d 2 0x13 0x1A 1;i2c -v 2 0x13 0xD0 0x20;i2c -v 2 0x13 0xD0 0x15;i2c -v 2 0x13 0xD0 0xAD;i2c -d 2 0x13 0xD1 1,<<Orion_Contamination_test_Rev_ID>>,,,,,,
Orion,Contamination,Disable_Power_Path,Disable the Orion output power path,dut.diags,10000,i2c -v 2 0x13 0x00 0x91;i2c -v 2 0x13 0x01 0x02,,,,,,,
Orion,Contamination,TX_EN_1,OAB3 TX enalbe,fixture.sendcmd,10000,oab3 io set(TX_EN*1),ACK,,,,,,
Orion,Contamination,Disable_OAB3_PULL_DOWN,OAB3 pull down resistor disable,fixture.sendcmd,10000,oab3 io set(PULL_DOWN*0),ACK,,,,,,
Orion,Contamination,PWR_GND_150K,PPVBUS_ORION connected to 150K to GND,relay.relay,10000,PPVBUS_ORION_CONN_TO_150K_GND,CONNECT,,,,,,
Orion,Contamination,Orion_Reset,i2c -v 2 0x13 0x00 0x82 Orion reset mode; i2c -d 2 0x13 0x1A 1 state1; i2c -v 2 0x13 0x00 0x91 Orion in isolate mode,orion.orion_cmds,20000,,,,,,,,
Orion,Contamination,SetCurr_4uA,"0xB5 ICON_DET setting to 4uA;0xA0 channel select for manual conversion and current sourcing conversion",dut.diags,10000,i2c -v 2 0x13 0xB5 0xD0;i2c -v 2 0x13 0xA0 0x09,,,,,,,
Orion,Contamination,DELAY_1000MS_1,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Orion,Contamination,4uA_PWR_GND_150K,Read the current result from (i2c -d 2 0x13 0xA5 1 && i2c -d 2 0x13 0xA4 1)*1.173mV,orion.orion_test,10000,ADC,1.173,mV,500,650,,,
Orion,Contamination,PWR_GND_150K_DISCONNECT,Disconnected 150K from Orion_PWR,relay.relay,10000,PPVBUS_ORION_CONN_TO_150K_GND,DISCONNECT,,,,,,
Orion,Contamination,DATA_GND_150K_CONNECT,Connected 150K from Orion_Data to GND,relay.relay,10000,ORION_COMM_CONN_TO_150K_GND,CONNECT,,,,,,
Orion,Contamination,Orion_Reset_1,i2c -v 2 0x13 0x00 0x82 Orion reset mode; i2c -d 2 0x13 0x1A 1 state1; i2c -v 2 0x13 0x00 0x91 Orion in isolate mode,orion.orion_cmds,20000,,,,,,,,
Orion,Contamination,SetCurr_4uA_1,"0xB5 TWAIT_ACCPWR:Set to 00 for 100ms; 01 for 250ms, 10 for 500ms and 11 for 1s.TWAIT_DATA:Set to 00 for 2.5ms, 01 for 5ms, 10 for 10ms and 11 for 250ms. 10 and 11 are illegal.VPULLUP_CONT:Set to 0 for 3.0V pull-up voltage and 1 for 1.5V pull up voltage.ICON_DET:Set to 000 for 4uA, 001 for 16uA, 010 for 32uA, 011 for 64uA and 1xx for 128uA. 0xA0: channel select for manual conversion and current sourcing conversion",dut.diags,10000,i2c -v 2 0x13 0xB5 0x58;i2c -v 2 0x13 0xA0 0x0D,,,,,,,
Orion,Contamination,DELAY_500MS_1,delay 500ms,delay.delay,10000,500,,ms,,,,,
Orion,Contamination,4uA_DATA_GND_150K,Read the current result from (i2c -d 2 0x13 0xA5 1 && i2c -d 2 0x13 0xA4 1)*1.173mV,orion.orion_test,10000,ADC,1.173,mV,482.29,602.71,,,
Orion,Contamination,DATA_GND_150K_DISCONNECT,Disconnected 150K from Orion_Data,relay.relay,10000,ORION_COMM_CONN_TO_150K_GND,DISCONNECT,,,,,,
Orion,Contamination,DATA_PWR_150K_CONNECT,Connected 150K from Orion_Data to Orion_PWR,relay.relay,10000,ORION_COMM_CONN_TO_PPVBUS_ORION_CONN,CONNECT,,,,,,
Orion,Contamination,Orion_Reset_2,i2c -v 2 0x13 0x00 0x82 Orion reset mode; i2c -d 2 0x13 0x1A 1 state1; i2c -v 2 0x13 0x00 0x91 Orion in isolate mode,orion.orion_cmds,20000,,,,,,,,
Orion,Contamination,Orion_Reset_3,reset setting some orion register,dut.diags,10000,i2c -v 2 0x13 0xB5 0x58;i2c -v 2 0x13 0x70 0x01;i2c -v 2 0x13 0xA0 0x0D,,,,,,,
Orion,Contamination,DELAY_500MS_2,delay 500ms,delay.delay,10000,500,,ms,,,,,
Orion,Contamination,4uA_DATA_PWR_150K,Read the current result from (i2c -d 2 0x13 0xA5 1 && i2c -d 2 0x13 0xA4 1)*1.173mV,orion.orion_test,10000,ADC,1.173,mV,500,600,,,
Orion,Contamination,Acc_Pwr_Drain_En,0x70: MAN_ACC_DRAIN_CTRL: Setting to 1 enables the ACC_PWR_DRAIN,dut.diags,10000,i2c -v 2 0x13 0x70 0x01,,,,,,,
Orion,Contamination,DATA_PWR_150K_DISCONNECT,Disconnected 150K from DUT,relay.relay,10000,ORION_COMM_CONN_TO_PPVBUS_ORION_CONN,DISCONNECT,,,,,,
Orion,Input_Mode,VDM_CC1_TO_FLOAT,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,
Orion,Input_Mode,GPIO_ACE_TO_SMC_IRQ_L_H2L,GPIO_ACE_TO_SMC_IRQ_L status check expect 0,orion.diags_parse,10000,socgpio --port 2 --pin 1 --get,,,0,0,,,

Orion,Input_Mode,PPVBUS_ORION_CONN_TO_OAB3,PPVBUS_ORION_CONN connected to OAB3 board’s PWR,relay.relay,10000,PPVBUS_ORION_CONN,CONNECT,,,,,,
Orion,Input_Mode,ORION_COMM_CONN_To_OAB3,Orion_Comm connected to OAB3,relay.relay,10000,ORION_COMM_CONN,CONNECT,,,,,,
Orion,Input_Mode,USB_POWER_OFF,USB power output disable,relay.relay,10000,VBUS_OUTPUT_CTL,OFF,,,,,,
Orion,Input_Mode,Disconnect_USB_power,Disconnected PPVBUS_USB_CONN,relay.relay,10000,PPVBUS_USB_PWR,DISCONNECT,,,,,,
Orion,Input_Mode,PPVBUS_ORION_FB_To_OAB3,fixture ADC sense connected to PPVBUS_ORION,relay.relay,10000,PPVBUS_ORION_FB,CONNECT,,,,,,
Orion,Input_Mode,Reset_OAB_Resister,disconnected the OAB3 150K resistor,relay.relay,10000,CONTAMINATION_TEST_SEL,DISCONNECT,,,,,,
Orion,Input_Mode,CC_Disconn,disconnected VDM_CC from DUT,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,
Orion,Input_Mode,aid_fw_control_stop,AID firmware control stop,fixture.sendcmd,10000,aid fw control(stop),,,,,,,
Orion,Input_Mode,Disable_OAB3_PULL_DOWN,OAB3 pull down disable,fixture.sendcmd,10000,oab3 io set(PULL_DOWN*0),,,,,,,
Orion,Input_Mode,Disable_OAB3_PULL_UP_1,OAB3 pull up disable,fixture.sendcmd,10000,oab3 io set(PULL_UP*0),,,,,,,
Orion,Input_Mode,aid_fw_control_start,AID firmware control start,fixture.sendcmd,10000,aid fw control(start),,,,,,,
Orion,Input_Mode,aid_fw_control_WAITFORID,Waite for AID,fixture.sendcmd,10000,aid fw control(WAITFORID),,,,,,,
Orion,Input_Mode,TX_EN_1,OAB3 TX enable,fixture.sendcmd,10000,oab3 io set(TX_EN*1),,,,,,,
Orion,Input_Mode,Enable_OAB3_PULL_UP,OAB3 pull up enable,fixture.sendcmd,10000,oab3 io set(PULL_UP*1),,,,,,,
Orion,Input_Mode,Check_Orion_IRQ_Status_Before,GPIO_ORION_TO_AOP_IRQ status check expect 1,orion.diags_parse,10000,socgpio --port 1 --pin 22 --get,,,1,1,,,
Orion,Input_Mode,Bellatrix_HWReset_1,GPIO_AOP_TO_ORION_HWEN set to 0/1 and i2c -v 2 0x13 0x00 0x80,orion.bellatrix_hwreset,15000,,,,,,,,
Orion,Input_Mode,Bellatrix_HWReset_2,GPIO_AOP_TO_ORION_HWEN set to 0/1 and i2c -v 2 0x13 0x00 0x80,orion.bellatrix_hwreset,15000,,,,,,,,
Orion,Input_Mode,DELAY_200MS_1,delay 200ms,delay.delay,10000,200,,ms,,,,,
Orion,Input_Mode,Check_Orion_IRQ_Status_After,GPIO_ORION_TO_AOP_IRQ status check expect 0,orion.diags_parse,10000,socgpio --port 1 --pin 22 --get,,,0,0,,,
Orion,Input_Mode,Set_Vbat_to_3.6V,Set VBATT to 3.6V,powerboard.setbattvolt,10000,3.6,,,,,,,
Orion,Input_Mode,USB_POWER_ON_1,Power board VBUS output on,relay.relay,10000,VBUS_OUTPUT_CTL,ON,,,,,,
Orion,Input_Mode,VBUS_SET_5V,VBUS set to 5V,powerboard.setusbmainvolt,10000,5,,,,,,,
Orion,Input_Mode,PPVBUS_PWR_TO_VBUS_ORION_USB,PPVBUS_ORION_CONN connected to VBUS 5V,relay.relay,10000,PPVBUS_USB_PWR,TO_PPVBUS_ORION,,,,,,
Orion,Input_Mode,Check_Status_Input,"Indicates the POWER IN state of Bellatrix, expect value is 0xA6",orion.diags_parse,10000,i2c -d 2 0x13 0x1A 1,,,6,6,,,
Orion,Input_Mode,Orion_Input_Communication,get the orion communicate result: 0x75  0x1A  0x2B  0x3C  0x4D  0x5E  0x6F  0xF4,orion.diags_parse,10000,i2c -d 2 0x13 0x74 8,NOPDCA,,--PASS--NOPDCA--0x75  0x1A  0x2B  0x3C  0x4D  0x5E  0x6F  0xF4,--PASS--NOPDCA--0x75  0x1A  0x2B  0x3C  0x4D  0x5E  0x6F  0xF4,,,
Orion,Input_Mode,ACE_SRD_1,ACE to control ACE_TO_BELLATRIX_ACC_PWR_EN_L to low,orion.diags,10000,"ace --pick usbc --4cc SRYR --txdata ""0x00"" --rxdata 0",NOPDCA,,,,,,
Orion,Input_Mode,DELAY_1000MS_2,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Orion,Input_Mode,B2A_ACC_PWR_PRESENT_L_L_Fix,BELLATERIX_TO_ACE_ACC_PWR_PRESENT_L status check expect high,dmm.readsmallvolt,10000,BELLATERIX_TO_ACE_ACC_PWR_PRESENT_L,,mV,-100,100,,,
Orion,Input_Mode,B2A_ACC_PWR_PRESENT_L_L_Diags,reading the cc status it’s connected to CC1,dut.nopdca_parse_bit,10000,ace -r 0x72,5,,0,0,,,

Orion,Input_Mode,BELLATRIX_VBOOST_ON,PP5V2_BELLATRIX2_BOOST_VOUT enable,orion.diags,10000,socgpio --pin 94 --output 1,NOPDCA,,,,,,
Orion,Input_Mode,ADC_Ctrl,channel select for manual conversion and current sourcing conversion.,orion.diags,10000,i2c -v 2 0x13 0x01 0x91;i2c -v 2 0x13 0xA0 0x04,,,,,,,
Orion,Input_Mode,ADC_Temp,Read the current result from (i2c -d 2 0x13 0xA5 1 && i2c -d 2 0x13 0xA4 1)*0.25,orion.orion_test,10000,ADC,0.25,mV,76,112,,,
Orion,Input_Mode,ADC_ctrl_1,channel select for manual conversion and current sourcing conversion.,orion.diags,10000,i2c -v 2 0x13 0xA0 0x00,,,,,,,
Orion,Input_Mode,ADC_VP,Read the voltage result from (i2c -d 2 0x13 0xA5 1 && i2c -d 2 0x13 0xA4 1)*6,orion.orion_test,10000,ADC,6,mV,4800,5200,,,
Orion,Input_Mode,BELLATRIX_VBOOST_OFF,PP5V2_BELLATRIX2_BOOST_VOUT disable,orion.diags,10000,socgpio --pin 94 --output 0,NOPDCA,,,,,,
Orion,Input_Mode,ADC_Ctrl_2,channel select for manual conversion and current sourcing conversion.,orion.diags,10000,i2c -v 2 0x13 0xA0 0x01,,,,,,,
Orion,Input_Mode,ADC_Accessory_Power,Read the voltage result from (i2c -d 2 0x13 0xA5 1 && i2c -d 2 0x13 0xA4 1)*6,orion.orion_test,10000,ADC,6,mV,4800,5200,,,
Orion,Input_Mode,PPBATT_VCC_FB,measure_PPBATT_VCC_voltage_TP9344,orion.dmm,10000,PPBATT_VCC,,mV,3560,3640,,,
Orion,Input_Mode,Orion_Input_PPVBUS_ORION_Volt,measure PPVBUS_ORION voltage,orion.dmm,10000,PPVBUS_ORION_CONN,,mV,4870,5130,,,
Orion,Input_Mode,Orion_Input_PPVBUS_PROT_Volt,measure PPVBUS_PORT volt,orion.dmm,10000,PPVBUS_PROT,,mV,4870,5130,,,
Orion,Input_Mode,Set_current_limit@1000mA5V,setting 5V 1000mA current charge,orion.diags,10000,charge --setma 1000 --setmv 5000 --force,,,,,,,
Orion,Input_Mode,PPVBUS_ORION@1000mA5V,measure PPVBUS_ORION_CONN voltage,orion.dmm,10000,PPVBUS_ORION_CONN,,mV,4700,5200,,,
Orion,Input_Mode,PPVBUS_PROT@1000mA5V,measure PPVBUS_PROT voltage,orion.dmm,10000,PPVBUS_PROT,,mV,4600,5100,,,
Orion,Input_Mode,PPVBUS_ORION_Current@1000mA5V,measure PPVBUS_ORION_CONN current,orion.dmm,10000,USB_CURRENT_BIG,,mA,950,1100,,,
Orion,Input_Mode,Orion_Input_DCR@1000mA5V,orion input mode DCR,orion.input_dcr,10000,,,ohm,0,0.3,,,
Orion,Input_Mode,Set_current_limit_3000mA9V,setting 9V 3000mA current charge,orion.diags,10000,charge --setma 3000 --force --setmv 9000,,,,,,,

Orion,Input_Mode,DELAY_100MS_1,delay 100ms,delay.delay,10000,100,,ms,,,,,
Orion,Input_Mode,Enable_HV_Charge,enable potomac HV charge mode,orion.diags,10000,i2c -z 2 -m 0x08 0x75 0x1932 0x20 0x20,,,,,,,
Orion,Input_Mode,DELAY_100MS_2,delay 100ms,delay.delay,10000,100,,ms,,,,,
Orion,Input_Mode,Set_VBUS_9V,set fixture power board VBUS output 9V,powerboard.setusbmainvolt,10000,9,,,,,,,
Orion,Input_Mode,DELAY_100MS_3,delay 100ms,delay.delay,10000,100,,ms,,,,,
Orion,Input_Mode,PPVBUS_ORION@3000mA9V,measure PPVBUS_ORION_CONN voltage,orion.dmm,10000,PPVBUS_ORION_CONN,,mV,8500,9500,,,
Orion,Input_Mode,PPVBUS_PROT@3000mA9V,measure PPVBUS_PROT voltage,orion.dmm,10000,PPVBUS_PROT,,mV,8400,9000,,,

Orion,Input_Mode,ELOAD_INPUT1_TO_PPVCC_MAIN,PPVCC_MAIN connected to CC_load,relay.relay,10000,ELOAD_INPUT1_TO,PPVCC_MAIN,,,,,,
Orion,Input_Mode,Enable_Eload1_After_Connect,enable eload1,fixture.sendcmd,10000,eload enable(1),,,,,,,
Orion,Input_Mode,Set_Eload1_50mA,cc load set to 50mA,powerboard.seteccload,10000,eload set(1*cc*50),,,,,,,
Orion,Input_Mode,Delay_100MS_4,delay 100ms,delay.delay,10000,100,,ms,,,,,
Orion,Input_Mode,Set_Eload1_200mA,cc load set to 200mA,powerboard.seteccload,10000,eload set(1*cc*200),,,,,,,
Orion,Input_Mode,Delay_100MS_5,delay 100ms,delay.delay,10000,100,,ms,,,,,
Orion,Input_Mode,1000mA_ELOAD_SET,cc load set to 1000mA,powerboard.seteccload,10000,eload set(1*cc*1000),,,,,,,
Orion,Input_Mode,Delay_100MS_6,delay 100ms,delay.delay,10000,100,,ms,,,,,
Orion,Input_Mode,PPVBUS_ORION_Current@3000mA9V,measure PPVBUS_ORION_CONN current,orion.dmm,10000,USB_CURRENT_BIG,,mA,2800,3200,,,


Orion,Input_Mode,Orion_Input_DCR@3000mA9V,orion input mode DCR,orion.input_dcr,10000,,,ohm,0,0.3,,,
Orion,Input_Mode,Set_Eload1_0mA,cc load set to 0mA,fixture.sendcmd,10000,eload set(1*cc*0),,,,,,,
Orion,Input_Mode,Eload1_Disable,disable eload,fixture.sendcmd,10000,eload disable(1),,,,,,,
Orion,Input_Mode,ELOAD_INPUT1_DISCONNECT_PPVCC_MAIN,PPVCC_MAIN disconnected to CC_load,relay.relay,10000,ELOAD_INPUT1_TO,DISCONNECT,,,,,,

Orion,Input_Mode,A2B_ACC_PWR_EN_L_L,ACC_PWR _EN_L_ST ATUS check 0x17 bit6,averagecoilcurrent.nopdca_parse_bit,10000,i2c -d 2 0x13 0x17 1,6,,0,0,,,
Orion,Input_Mode,Send_GetID_CMD_TO_OAB3,,orion.diags,10000,i2c -v 2 0x13 0x61 0x85,,,,,,,
Orion,Input_Mode,AID_LS_COMMS_9V_3A,get the orion communicate result: 0x75  0x1A  0x2B  0x3C  0x4D  0x5E  0x6F  0xF4,orion.diags_parse,10000,i2c -d 2 0x13 0x74 8,NOPDCA,,--PASS--NOPDCA--0x75  0x1A  0x2B  0x3C  0x4D  0x5E  0x6F  0xF4,--PASS--NOPDCA--0x75  0x1A  0x2B  0x3C  0x4D  0x5E  0x6F  0xF4,,,
Orion,Input_Mode,Change_5V0_To_EXT,,fixture.sendcmd,10000,change tx source voltage(1*5000*3500*PP_5V_00),ACK,,,,,,
Orion,Input_Mode,DELAY_200MS_2,delay 200ms,delay.delay,10000,200,,ms,,,,,
Orion,Input_Mode,PP5V0_TO_VMD,connected PP5V0 TO VMD,relay.relay,10000,PP_5V0_VDM,CONNECT,,,,,,
Orion,Input_Mode,Set_LDOPP_5V0_ON,set fixture power board VBUS output 5V,powerboard.setvolt_PP5V0,10000,5,,,,,,,

Orion,Input_Mode,VBUS_DUT,VDM VBUS connected to PPVBUS_USB_CONN,relay.relay,10000,VDM_VBUS_TO_PPVBUS_USB_CONN,CONNECT,,,,,,
Orion,Input_Mode,VDM_CC1_TO_ACE_CC1,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,

Orion,Input_Mode,ACE_ready,,orion.diags,10000,"ace --pick usbc --4cc SRDY --txdata ""0x00"" --rxdata 0",,,,,,,
Orion,Input_Mode,DELAY_2000MS_1,delay 2000ms,delay.delay,10000,2000,,ms,,,,,
Orion,Input_Mode,Set_current_limit@100mA5V,setting 5V 100mA current charge,orion.diags,10000,charge --setma 100 --setmv 5000,,,,,,,
Orion,Input_Mode,DELAY_200MS_3,delay 200ms,delay.delay,10000,200,,ms,,,,,
Orion,Input_Mode,VBUS_Volt_5V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,4700,5300,,,
Orion,Input_Mode,PPVBUS_PROT_VBUS_CONN_5V,,orion.dmm,10000,PPVBUS_PROT,,mV,4000,5500,,,
Orion,Input_Mode,PPVBUS_ORION_VBUS_CONN_9V,,orion.dmm,10000,PPVBUS_ORION_CONN,,mV,8700,9300,,,
Orion,Input_Mode,PPVBUS_ORION_Dis_VBUS_5V,disconnected PPVBUS_ORION_CONN,relay.relay,10000,PPVBUS_ORION_CONN,DISCONNECT,,,,,,
Orion,Input_Mode,PPVBUS_ORION_VBUS_ORion_Disconnect,,dmm.readsmallvolt,10000,PPVBUS_ORION_CONN,,mV,,,,,
Orion,Input_Mode,PPVBUS_USB_PWR_Dis,disconnected PPVBUS_USB_PWR,relay.relay,10000,PPVBUS_USB_PWR,DISCONNECT,,,,,,
Orion,Input_Mode,Disable_OAB3_PULL_UP_2,OAB3 pull up disable,fixture.sendcmd,10000,oab3 io set(PULL_UP*0),ACK,,,,,,
Orion,Input_Mode,PPVBUS_ORION_Dis,disconnected PPVBUS_ORION_CONN,relay.relay,10000,PPVBUS_ORION_CONN,DISCONNECT,,,,,,
Orion,Input_Mode,ORION_COMM_CONN_Dis,disconnected ORION_COMM,relay.relay,10000,ORION_COMM_CONN,DISCONNECT,,,,,,
Orion,Input_Mode,5V0_To_VDM_EXT,provide 5V to VDM board PP_EXT,fixture.sendcmd,10000,change tx source voltage(1*5000*3500*PP_HVE),ACK,,,,,,

Orion,Output_Mode,PPVBUS_ORION_To_OAB3,PPVBUS_ORION_CONN connected to OAB3,relay.relay,10000,PPVBUS_ORION_CONN,CONNECT,,,,,,
Orion,Output_Mode,ORION_COMM_CONN_To_OAB3,ORION_COMM_CONN connected to OAB3,relay.relay,10000,ORION_COMM_CONN,CONNECT,,,,,,
Orion,Output_Mode,Disconnect_USB_power,PPVBUS_USB_PWR disconnected,relay.relay,10000,PPVBUS_USB_PWR,DISCONNECT,,,,,,
Orion,Output_Mode,PPVBUS_ORION_FB_Dis,disconnected PPVBUS_ORION_CONN ADC sense,relay.relay,10000,PPVBUS_ORION_FB,DISCONNECT,,,,,,
Orion,Output_Mode,Reset_OAB_Resister,disconnected the OAB3 150K resistor,relay.relay,10000,CONTAMINATION_TEST_SEL,DISCONNECT,,,,,,
Orion,Output_Mode,ACE_CC1_Dis,disconnected ACE_CC1,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,
Orion,Output_Mode,aid_fw_control_WAITFORID,Waite for AID,fixture.sendcmd,10000,aid fw control(WAITFORID),ACK,,,,,,
Orion,Output_Mode,TX_EN_1,OAB3 TX enable,fixture.sendcmd,10000,oab3 io set(TX_EN*1),ACK,,,,,,
Orion,Output_Mode,Disable_OAB3_PULL_DOWN_1,OAB3 pull down disable,fixture.sendcmd,10000,oab3 io set(PULL_DOWN*0),ACK,,,,,,
Orion,Output_Mode,VBUS_OFF_Output,PPVBUS_USB disconnect,relay.relay,10000,PPVBUS_USB_PWR,DISCONNECT,,,,,,
Orion,Output_Mode,Set_Vbat_To_4.3V_output,Setting battery voltage to 4.3V,powerboard.setbattvolt,10000,4.3,,,,,,,
Orion,Output_Mode,Disable_OAB3_PULL_UP_1,OAB3 pull up disable,fixture.sendcmd,10000,oab3 io set(PULL_UP*0),ACK,,,,,,
Orion,Output_Mode,Bellatrix_HWReset_3,GPIO_AOP_TO_ORION_HWEN set to 0/1 and i2c -v 2 0x13 0x00 0x80,orion.diags,10000,socgpio --pin 94 --output 0;socgpio --port 1 --pin 32 --output 0;socgpio --port 1 --pin 32 --output 1;i2c -v 2 0x13 0x00 0x80;i2c -v 2 0x13 0x00 0x80;socgpio --pin 94 --output 1,,,,,,,
Orion,Output_Mode,Bellatrix_HWReset_4,GPIO_AOP_TO_ORION_HWEN set to 0/1 and i2c -v 2 0x13 0x00 0x80,orion.diags,10000,socgpio --pin 94 --output 0;socgpio --port 1 --pin 32 --output 0;socgpio --port 1 --pin 32 --output 1;i2c -v 2 0x13 0x00 0x80;i2c -v 2 0x13 0x00 0x80;socgpio --pin 94 --output 1,,,,,,,
Orion,Output_Mode,Enable_OAB3_PULL_DOWN_output,OAB3 pull down enable,fixture.sendcmd,10000,oab3 io set(PULL_DOWN*1),ACK,,,,,,
Orion,Output_Mode,Delay_100MS_1,delay 100ms,delay.delay,10000,100,,ms,,,,,
Orion,Output_Mode,Check_Status_Output,Indicates the POWER IN state of Bellatrix,orion.diags_parse,10000,i2c -d 2 0x13 0x1A 1,,,9,9,,,
Orion,Output_Mode,Orion_Output_Communication,get the orion communicate result: 0x75  0x1A  0x2B  0x3C  0x4D  0x5E  0x6F  0xF4,orion.diags_parse,10000,i2c -d 2 0x13 0x74 8,NOPDCA,,--PASS--NOPDCA--0x75  0x1A  0x2B  0x3C  0x4D  0x5E  0x6F  0xF4,--PASS--NOPDCA--0x75  0x1A  0x2B  0x3C  0x4D  0x5E  0x6F  0xF4,,,
Orion,Output_Mode,Orion_Output_PPVBUS_ORION_Volt,measure PPVBUS_ORION_CONN voltage,orion.dmm,10000,PPVBUS_ORION_CONN,,mV,4800,5250,,,
Orion,Output_Mode,Orion_Output_PP5V2_VP_Without_BypassMode,measure PP5V2_BELLATRIX2_BOOST_VOUT voltage,orion.dmm,10000,PP5V2_BELLATRIX2_BOOST_VOUT,,mV,4800,5250,,,
